           A          B         C         D         E         F
38 -0.740887  13.131894  2.143374 -0.533110 -0.143374 -2.405187
39  2.789075  -1.740004  1.870777  2.104281  0.129223 -0.661495
40  0.640484  -1.834333 -2.015773  2.319038  0.015773  0.875667
41  2.232665  -1.983171 -1.010247  0.405374  0.010247 -1.335980
42  2.643467   0.114173  1.979979 -0.598097  0.020021 -0.871778
43  2.320961  -0.961829 -0.859113  1.354400 -0.140887 -1.244052
44  2.552012   0.910061 -1.925843 -0.659513 -0.074157 -0.986021
45  0.932448  -0.812444 -2.065058  0.879658  0.065058 -0.369665
46  0.996593   0.082708 -2.185494 -0.958230  0.185494  0.082565
47  2.698207  -0.100871  1.861811 -0.768728  0.138189 -0.797907
48  1.075877  -2.240531 -1.206240  0.352215  0.206240 -2.749531
49  2.403892   1.198369 -2.004980  1.755187  0.004980 -1.155029
50  2.183650  -2.390027 -1.893196  2.253627 -0.106804 -1.386098
51  0.999992  -0.025041 -1.867678 -0.987105 -0.132322 -0.004041
52  0.999468  -0.033383 -1.474133 -0.906294 -0.525867 -0.032622
53  0.884699  -0.667749  2.288496  2.306242 -0.288496 -0.484949
54 -0.721184  -2.217699 -1.004582  0.014648  0.004582 -2.376306
55  0.626345  -0.452536 -2.205065  2.408684  0.205065 -0.893940
56  2.539267  -0.483005  2.151922  2.566972 -0.151922  1.001230
57  2.960467  -0.310542 -1.019188  0.523387  0.019188 -0.282123
58  2.005716   1.186547 -2.000107  1.981280  0.000107 -1.565080
59  0.938463  -0.817328 -1.984488  2.373409 -0.015512  0.352643
60  0.490231   0.728954 -1.186554  1.655301  0.186554  1.058442
61  0.822171  -1.657314 -1.947502  0.684036 -0.052498 -0.605582
62  0.761136  -0.347928 -1.006382 -0.044457  0.006382 -0.705734
63  2.694647  -0.418284  1.161051  2.629622 -0.161051 -0.802868
64  0.999999   0.000010  0.073851 -0.774802 -0.073851 -0.001416
65  0.855823   0.660161 -0.803434  1.730401 -0.196566 -0.543656
66  0.976347   0.702852  2.365172 -0.443603 -0.365172 -0.217931
67  2.929076   0.584993 -1.974689  2.598056 -0.025311  0.378888
68  0.232760   3.779728 -1.799152  1.468953 -0.200848 -1.335882
69  0.796122   2.641076  1.943608  2.247849  0.056392  0.649938
70 -0.401606   0.212451 -2.130350  1.153124  0.130350 -1.984066
71  0.856404  -1.291542 -2.028432  1.128578  0.028432 -0.542532
72  2.964464  -0.219482 -2.175985 -1.130925  0.175985 -0.267390
73  2.999408   0.011778 -2.055080  1.296363  0.055080  0.034404
74  2.992755   0.105434  1.404688 -0.949418  0.595312 -0.120451
75  2.931714  -0.446781  1.920105  2.655994  0.079895  0.371693
76  2.925110  -0.054119  0.969765  2.034065  0.030235 -0.389472
77  0.973846  -0.378519  1.906676  2.358163  0.093324 -0.229213
78  1.590741   6.754817 -2.012239 -0.074807  0.012239 -1.992438
79  2.984730   0.160477 -1.211307  2.137490  0.211307 -0.174981
80  1.780689   1.602860 -1.999916  2.702977 -0.000084 -1.791905
81  0.383096  -0.007501 -0.006444  0.257881  0.006444 -1.177651
82  0.960119   1.496132  1.992377  2.526541  0.007623  0.283370
83  2.997503   0.133513  2.030024  2.651617 -0.030024  0.070689
84  0.845246  -2.315077 -2.508489  2.469384  0.508489  0.563770
85  2.995614  -0.222891  0.930067 -0.785395  0.069933  0.093698
86  0.087196  -6.651728  1.973714  1.534887  0.026286 -1.483489
87  0.880230   1.465005 -2.003036  0.018116  0.003036 -0.494449
88  2.274848  -0.799504  1.984069  2.745564  0.015931 -1.292365
89  0.673257  -2.980037 -1.666963 -0.998079 -0.333037 -0.832191
90  0.488180  -3.372654 -1.843278 -0.859815 -0.156722 -1.060793
91  0.836464   0.267030 -1.658592  0.611920 -0.341408 -0.579997
92  0.987524  -0.253172  1.246410  1.756102 -0.246410 -0.158125
93  1.770804   0.101713  0.043787  2.535682 -0.043787  1.802048
94  0.930149   0.045321 -0.933248  2.337224 -0.066752  0.375978
95  1.738898   1.747547  1.986365  2.201968  0.013635 -1.834960
96  2.568373   0.181462  2.019180 -0.438149 -0.019180 -0.966270
97  2.573723  -0.308505  1.752930  0.678583  0.247070 -0.959752
98  0.681775   1.301305 -1.185818 -0.536277  0.185818 -0.820610
99  2.056947  -0.246306 -1.016528  0.972052  0.016528 -1.513818
