           A         B         C         D         E         F
30  2.614182 -2.404122 -1.145174  1.921692  0.145174 -0.909447
31  0.425840  1.240239  2.071608 -0.515413 -0.071608 -1.130906
32  2.991105 -0.200149  0.982882  0.104307  0.017118  0.133481
33  0.413115  1.744203 -1.122501  1.321315  0.122501 -1.144925
34  0.210417 -0.063361 -0.021035 -0.631412  0.021035 -1.358794
35 -0.002763 -0.001355 -0.001904  2.355806  0.001904 -1.573560
36  0.898486  1.246888 -2.044387  2.686326  0.044387  0.454488
37  2.617393  0.222079 -0.767194  0.562583 -0.232806 -0.905371
38  0.992484 -0.277864  1.765354 -0.797833  0.234646 -0.122680
39 -0.263557 -0.170364 -1.822232  1.470775 -0.177768 -1.837504
40  2.885278  0.538745 -2.045404  2.438892  0.045404  0.483704
41  1.086597  4.988497  0.999690  0.183611  0.000310 -2.722363
42  0.962205  0.064165  2.043248  1.481348 -0.043248 -0.275811
43  0.781214 -0.819520 -1.980619 -0.334400 -0.019381 -0.674188
44  0.860657  1.150818  1.895772  2.638858  0.104228 -0.534238
45  0.137891  0.047997 -0.013492  0.574444  0.013492  1.432464
46  2.905512 -0.408788 -2.183962  0.720302  0.183962 -0.438212
47  2.658727  2.400815 -2.129873  2.893870  0.129873  0.851671
48  2.966330 -0.161119 -0.963834  2.199948 -0.036166 -0.260235
49  0.613984 -1.060600  0.420661  1.055864 -0.420661 -0.909699
50  0.769795  0.706488 -0.872989  2.579834 -0.127011  0.692276
51  0.824778  0.911664  1.106741  2.059495 -0.106741  0.600987
52  2.568803 -0.139271 -2.037148  0.594753  0.037148  0.965747
53  0.626374  0.009714 -0.022474  0.971663  0.022474 -0.893903
54  0.751894  1.788622  2.402113  1.223949 -0.402113 -0.719866
55  2.980251  0.218088  1.008483 -0.140330 -0.008483  0.199068
56  1.380558  1.706265 -1.208874  2.073313  0.208874 -2.238829
57  2.417802 -0.692487 -2.101528  2.722325  0.101528  1.139772
58  0.997117 -0.013770  0.868994 -0.188168  0.131006  0.075949
59  0.075692  3.927745 -2.003319  1.957132  0.003319 -1.495032
60  2.368771  0.730380 -1.019235  0.621315  0.019235 -1.193110
61  0.397952  0.245723  1.299092  1.694500 -0.299092 -1.161513
62  2.257918  0.790177 -1.043580  1.255536  0.043580 -1.309930
63  2.322272  0.061287 -0.059677 -0.990842  0.059677 -1.242668
64  2.888361 -0.620491 -1.995966  0.334897 -0.004034 -0.477033
65  0.943138  0.988410 -0.991645  0.056378 -0.008355 -0.338850
66  1.947679  4.233005 -0.992666 -0.574589 -0.007334 -1.623142
67  2.080285 -7.503565  1.996473  0.077410  0.003527 -1.490425
68  2.053412  0.305965 -1.000967  1.750502  0.000967 -1.517359
69 -0.111568  1.346234 -1.002777  0.522589  0.002777 -1.682597
70  2.972572 -0.710544 -2.457295  1.915104  0.457295  0.234751
71  0.732937  1.305021 -2.153290 -0.795026  0.153290 -0.748168
72  0.548202 -0.475659 -0.824834  0.865383 -0.175166 -0.990583
73  2.946827  0.666905 -1.962404  1.440073 -0.037596 -0.327569
74  0.982883 -0.030951 -2.168321  1.064488  0.168321 -0.185290
75  0.999587 -0.033494 -2.576021  2.489512  0.576021 -0.028745
76  0.221637 -0.554111 -1.079380  0.842212  0.079380 -1.347303
77  0.991748 -0.176958 -1.705547  2.292517 -0.294453  0.128553
78  1.850131  2.626522  1.035813  2.069930 -0.035813 -1.721232
79  0.992122 -0.094163 -1.327919  2.261583  0.327919  0.125609
80  2.192296  1.403204  0.912149  1.337812  0.087851 -1.377295
81 -0.601554  3.024779  2.072122  0.404831 -0.072122 -2.216241
82  0.022899 -1.682106  0.993770  0.660439  0.006230 -1.547895
83  2.980271 -0.558228 -1.890290 -0.426188 -0.109710 -0.198970
84 -0.364346 -1.190468  0.856358  1.585624  0.143642 -1.943727
85  0.641674  1.024747 -1.954606 -0.769464 -0.045394  0.874117
86  0.992255  0.174542 -1.876457  2.715819 -0.123543  0.124539
87  2.987647  0.393245  2.293594  1.988995 -0.293594 -0.157343
88  0.799801  0.511564  1.392039  2.536181 -0.392039 -0.643833
89  0.602402 -3.316001 -2.536381  1.233723  0.536381 -0.924289
90  0.927058  1.110531 -1.129276  1.788810  0.129276  0.384309
91  0.998864  0.015406  0.236114  2.589113 -0.236114  0.047669
92  2.557283  0.047881  0.070354 -0.451907 -0.070354 -0.979686
93 -0.061479 -6.611958 -1.989499 -0.314170 -0.010501 -1.632314
94  0.797646 -1.083206 -2.356312 -0.711409  0.356312 -0.647414
95  0.595330  0.122473 -0.125226  1.128511  0.125226 -0.933120
96  0.949933 -0.023801  1.678147  2.733992  0.321853 -0.317776
97  2.045247  3.856940  1.992185  2.389428  0.007815 -1.525534
98  2.995795  0.022016  2.080697  2.308327 -0.080697 -0.091738
99  2.789919  1.221955 -2.146633  2.173924  0.146633 -0.660119
